head	relation	tail
cause:ab2867f7da29	CAUSES_EFFECT	group:effect_group_0231
mode:d6dbad1aa9b5	LEADS_TO	effect:8e58266f17bc
cause:135f663acd13	CAUSES	mode:d6dbad1aa9b5
cause:135f663acd13	CAUSES_EFFECT	effect:8e58266f17bc
mode:b0073703440a	BELONGS_TO	group:mode_group_0347
cause:3f94d69ebee8	BELONGS_TO	group:cause_regroup_0031
mode:bcaec14e7922	BELONGS_TO	group:mode_group_0347
cause:8618a0ed54e3	CAUSES	group:mode_group_0347
cause:8618a0ed54e3	CAUSES_EFFECT	group:effect_regroup_0046
effect:4a9b21625efa	BELONGS_TO	group:effect_regroup_0046
mode:8ec1fee7bad8	LEADS_TO	effect:08e2c35bdca4
mode:8ec1fee7bad8	LEADS_TO	group:effect_regroup_0046
cause:c8ad26a31855	BELONGS_TO	group:cause_regroup_0032
cause:8d1664f3877e	BELONGS_TO	group:cause_regroup_0032
cause:3c05351698ac	BELONGS_TO	group:cause_regroup_0031
cause:f48a3d6145a0	CAUSES	mode:8ec1fee7bad8
cause:f48a3d6145a0	CAUSES_EFFECT	group:effect_regroup_0046
mode:0f42b7505004	LEADS_TO	group:effect_regroup_0046
cause:1bc8a8342870	CAUSES	mode:0f42b7505004
cause:1bc8a8342870	CAUSES_EFFECT	group:effect_regroup_0046
cause:961ad69c3c69	BELONGS_TO	group:cause_regroup_0031
cause:e18d8741e115	CAUSES	group:mode_group_0347
cause:e18d8741e115	CAUSES_EFFECT	effect:a0ebdbc9a210
element:141d55025822	HAS_FUNCTION	function:b49baea756a8
element:141d55025822	HAS_FUNCTION	function:43e0f2ed43c2
element:141d55025822	HAS_FUNCTION	function:cca77f1debf9
element:141d55025822	HAS_FUNCTION	function:9f05858b9968
element:141d55025822	HAS_FUNCTION	function:646d8d9f671d
element:141d55025822	HAS_FUNCTION	function:50582b2307c1
element:141d55025822	HAS_FUNCTION	function:b50883623ac3
element:141d55025822	HAS_FUNCTION	function:1c79844d86ba
function:b49baea756a8	HAS_MODE	mode:641a05dcc6cd
function:b49baea756a8	HAS_MODE	mode:d2e8e2a658c6
mode:641a05dcc6cd	LEADS_TO	effect:436d365cb08a
cause:0d66048656e9	CAUSES	mode:641a05dcc6cd
cause:0d66048656e9	CAUSES_EFFECT	effect:436d365cb08a
cause:f1d5a4a8a772	BELONGS_TO	group:cause_group_0437
mode:d2e8e2a658c6	LEADS_TO	group:effect_group_0240
effect:cad9b696c6e0	BELONGS_TO	group:effect_group_0240
function:43e0f2ed43c2	HAS_MODE	mode:4138d729847e
function:43e0f2ed43c2	HAS_MODE	mode:1932d883c32f
mode:4138d729847e	LEADS_TO	effect:436d365cb08a
mode:4138d729847e	LEADS_TO	group:effect_group_0240
cause:d7b9939e776c	CAUSES	mode:4138d729847e
cause:d7b9939e776c	CAUSES_EFFECT	group:effect_group_0240
effect:0c5c2a82c5dd	BELONGS_TO	group:effect_group_0240
cause:397f233938c2	CAUSES	mode:4138d729847e
cause:397f233938c2	CAUSES	mode:1932d883c32f
cause:397f233938c2	CAUSES	mode:28386371ee8d
cause:397f233938c2	CAUSES_EFFECT	effect:436d365cb08a
mode:1932d883c32f	LEADS_TO	effect:436d365cb08a
function:cca77f1debf9	HAS_MODE	group:mode_group_0353
mode:59888a5905ff	BELONGS_TO	group:mode_group_0353
cause:37b08cabf237	CAUSES	group:mode_group_0353
cause:37b08cabf237	CAUSES_EFFECT	effect:436d365cb08a
mode:bfe82f71e339	BELONGS_TO	group:mode_group_0353
function:9f05858b9968	HAS_MODE	mode:f10e722fe01a
function:9f05858b9968	HAS_MODE	group:mode_group_0355
mode:f10e722fe01a	LEADS_TO	effect:3be7dd6f84b0
cause:6a8c5f4a7d82	CAUSES	mode:f10e722fe01a
cause:6a8c5f4a7d82	CAUSES_EFFECT	effect:3be7dd6f84b0
mode:1ce21e8ab81c	BELONGS_TO	group:mode_group_0355
cause:2837ec2dfaaf	CAUSES	mode:01124d4612ff
cause:2837ec2dfaaf	CAUSES	group:mode_group_0355
cause:2837ec2dfaaf	CAUSES_EFFECT	effect:60d71c3afa5c
cause:2837ec2dfaaf	CAUSES_EFFECT	effect:37b85019be2a
mode:f0360f989470	BELONGS_TO	group:mode_group_0355
function:646d8d9f671d	HAS_MODE	mode:324efc2a1db8
function:646d8d9f671d	HAS_MODE	mode:01124d4612ff
mode:324efc2a1db8	LEADS_TO	effect:436d365cb08a
mode:324efc2a1db8	LEADS_TO	effect:37b85019be2a
mode:01124d4612ff	LEADS_TO	effect:37b85019be2a
function:50582b2307c1	HAS_MODE	mode:6450705af532
mode:6450705af532	LEADS_TO	effect:3be7dd6f84b0
cause:0ef6ba6a906d	CAUSES	mode:6450705af532
cause:0ef6ba6a906d	CAUSES_EFFECT	effect:3be7dd6f84b0
function:b50883623ac3	HAS_MODE	mode:28386371ee8d
function:b50883623ac3	HAS_MODE	mode:416288d0273c
mode:28386371ee8d	LEADS_TO	effect:436d365cb08a
mode:416288d0273c	LEADS_TO	effect:436d365cb08a
cause:f90a60b4d2ab	CAUSES	mode:416288d0273c
cause:f90a60b4d2ab	CAUSES_EFFECT	effect:436d365cb08a
function:1c79844d86ba	HAS_MODE	mode:d3aafd97b29a
mode:d3aafd97b29a	LEADS_TO	effect:436d365cb08a
mode:d3aafd97b29a	LEADS_TO	effect:37b85019be2a
cause:1abaff54a251	CAUSES	mode:d3aafd97b29a
cause:1abaff54a251	CAUSES_EFFECT	effect:436d365cb08a
cause:1abaff54a251	CAUSES_EFFECT	effect:37b85019be2a
element:520cafc5873d	HAS_FUNCTION	function:ac8ba4b4b0e9
element:520cafc5873d	HAS_FUNCTION	function:118b11fabfe4
element:520cafc5873d	HAS_FUNCTION	function:528d7f2b806f
function:ac8ba4b4b0e9	HAS_MODE	mode:099e605cb82c
mode:099e605cb82c	LEADS_TO	effect:436d365cb08a
cause:15e3e8ec939a	CAUSES	mode:099e605cb82c
cause:15e3e8ec939a	CAUSES	mode:9c6963f2d761
cause:15e3e8ec939a	CAUSES_EFFECT	effect:436d365cb08a
cause:15e3e8ec939a	CAUSES_EFFECT	effect:60d71c3afa5c
function:118b11fabfe4	HAS_MODE	mode:fdff425b38e6
function:118b11fabfe4	HAS_MODE	mode:c1bfed7c10f3
function:118b11fabfe4	HAS_MODE	mode:9c6963f2d761
function:118b11fabfe4	HAS_MODE	group:mode_group_0271
mode:fdff425b38e6	LEADS_TO	group:effect_group_0240
cause:8c53967f59bf	CAUSES	mode:fdff425b38e6
cause:8c53967f59bf	CAUSES	mode:c8c10a60218a
cause:8c53967f59bf	CAUSES_EFFECT	effect:436d365cb08a
cause:8c53967f59bf	CAUSES_EFFECT	group:effect_group_0240
mode:eb75af5e535a	BELONGS_TO	group:mode_group_0271
cause:869a2699820f	CAUSES	mode:fdff425b38e6
cause:869a2699820f	CAUSES	mode:d5b6f2d10f7d
cause:869a2699820f	CAUSES	mode:6c3dc62ffc33
cause:869a2699820f	CAUSES	group:mode_group_0271
cause:869a2699820f	CAUSES_EFFECT	effect:436d365cb08a
cause:869a2699820f	CAUSES_EFFECT	group:effect_group_0240
mode:c1bfed7c10f3	LEADS_TO	effect:436d365cb08a
mode:c1bfed7c10f3	LEADS_TO	effect:60d71c3afa5c
cause:f5ee31a3c53f	BELONGS_TO	group:cause_group_0449
mode:9c6963f2d761	LEADS_TO	effect:436d365cb08a
mode:9c6963f2d761	LEADS_TO	effect:60d71c3afa5c
function:528d7f2b806f	HAS_MODE	mode:c8c10a60218a
mode:c8c10a60218a	LEADS_TO	effect:436d365cb08a
mode:c8c10a60218a	LEADS_TO	group:effect_group_0240
element:0421b8e6cef0	HAS_FUNCTION	function:cd145d6e2ef9
element:0421b8e6cef0	HAS_FUNCTION	function:9c34ebdc76c5
function:cd145d6e2ef9	HAS_MODE	mode:d5b6f2d10f7d
function:cd145d6e2ef9	HAS_MODE	mode:96ea114bb1eb
function:cd145d6e2ef9	HAS_MODE	mode:db795a03d2f7
mode:d5b6f2d10f7d	LEADS_TO	effect:436d365cb08a
mode:96ea114bb1eb	LEADS_TO	effect:436d365cb08a
mode:96ea114bb1eb	LEADS_TO	effect:60d71c3afa5c
cause:f61949d18e15	CAUSES	mode:96ea114bb1eb
cause:f61949d18e15	CAUSES_EFFECT	effect:436d365cb08a
cause:f61949d18e15	CAUSES_EFFECT	effect:60d71c3afa5c
mode:db795a03d2f7	LEADS_TO	effect:60d71c3afa5c
mode:db795a03d2f7	LEADS_TO	group:effect_group_0240
cause:93e3ad43cc39	CAUSES	mode:db795a03d2f7
cause:93e3ad43cc39	CAUSES_EFFECT	effect:60d71c3afa5c
cause:93e3ad43cc39	CAUSES_EFFECT	group:effect_group_0240
function:9c34ebdc76c5	HAS_MODE	mode:6c3dc62ffc33
function:9c34ebdc76c5	HAS_MODE	group:mode_group_0271
mode:6c3dc62ffc33	LEADS_TO	effect:436d365cb08a
mode:6c3dc62ffc33	LEADS_TO	group:effect_group_0240
element:457ad593cac9	HAS_FUNCTION	function:1daf53ab97ff
element:457ad593cac9	HAS_FUNCTION	function:eb7b322ba748
element:457ad593cac9	HAS_FUNCTION	function:3bbf0169d8f3
function:1daf53ab97ff	HAS_MODE	mode:3be05f22fda8
mode:3be05f22fda8	LEADS_TO	effect:436d365cb08a
cause:5cbdd8e7f647	BELONGS_TO	group:cause_group_0201
function:eb7b322ba748	HAS_MODE	mode:3952289cbfa8
function:eb7b322ba748	HAS_MODE	mode:88c3a2e6df61
mode:3952289cbfa8	LEADS_TO	effect:436d365cb08a
mode:3952289cbfa8	LEADS_TO	effect:60d71c3afa5c
mode:88c3a2e6df61	LEADS_TO	group:effect_group_0240
cause:41caf2ae22de	BELONGS_TO	group:cause_group_0201
function:3bbf0169d8f3	HAS_MODE	mode:bdeeb8923b63
function:3bbf0169d8f3	HAS_MODE	mode:f5555dd6da73
function:3bbf0169d8f3	HAS_MODE	mode:bdb547b7147b
mode:bdeeb8923b63	LEADS_TO	group:effect_group_0240
mode:f5555dd6da73	LEADS_TO	group:effect_group_0240
mode:bdb547b7147b	LEADS_TO	effect:60d71c3afa5c
cause:322573ccd06d	CAUSES	mode:bdb547b7147b
cause:322573ccd06d	CAUSES_EFFECT	effect:60d71c3afa5c
effect:c4c034fe6448	BELONGS_TO	group:effect_group_0230
mode:b4f18b120646	BELONGS_TO	group:mode_group_0376
cause:bab485d3774e	CAUSES	group:mode_group_0376
cause:bab485d3774e	CAUSES_EFFECT	effect:4e1fbeacf083
cause:bab485d3774e	CAUSES_EFFECT	effect:7b0faa50ba5d
mode:0a1c1afe25c7	LEADS_TO	effect:89fb421dc4e7
cause:87c24c145f27	CAUSES	mode:0a1c1afe25c7
cause:87c24c145f27	CAUSES_EFFECT	effect:89fb421dc4e7
mode:c5f711bac11c	BELONGS_TO	group:mode_group_0376
mode:6606d719199e	LEADS_TO	effect:61be25cadcf6
cause:bb5d59ab1701	CAUSES	mode:6606d719199e
cause:bb5d59ab1701	CAUSES_EFFECT	effect:61be25cadcf6
mode:dddcf5474a75	LEADS_TO	effect:93d79967bed0
cause:d79dc75ae847	CAUSES	mode:dddcf5474a75
cause:d79dc75ae847	CAUSES_EFFECT	effect:93d79967bed0
mode:d6f93a90b81d	LEADS_TO	effect:10a4581fee72
cause:67603cf85950	CAUSES	mode:d6f93a90b81d
cause:67603cf85950	CAUSES_EFFECT	effect:10a4581fee72
mode:1217c94806c5	BELONGS_TO	group:mode_group_0381
cause:6b7e85c3c530	CAUSES	group:mode_group_0381
cause:6b7e85c3c530	CAUSES_EFFECT	group:effect_group_0032
mode:c1982b76134f	BELONGS_TO	group:mode_regroup_0029
cause:d22c7e18daba	CAUSES	group:mode_regroup_0029
cause:d22c7e18daba	CAUSES_EFFECT	effect:2c9da9086fde
mode:eaf6e763e588	LEADS_TO	effect:ce8b691e37af
cause:092c98494090	CAUSES	mode:eaf6e763e588
cause:092c98494090	CAUSES_EFFECT	effect:ce8b691e37af
mode:e5614689092d	LEADS_TO	group:effect_regroup_0002
cause:0ccc03d22d3f	CAUSES	mode:e5614689092d
cause:0ccc03d22d3f	CAUSES_EFFECT	group:effect_regroup_0002
effect:f5ab7221fc10	BELONGS_TO	group:effect_regroup_0002
mode:22ef473c6b90	BELONGS_TO	group:mode_group_0384
cause:550773e94d5c	CAUSES	group:mode_group_0384
cause:550773e94d5c	CAUSES_EFFECT	group:effect_regroup_0002
cause:550773e94d5c	CAUSES_EFFECT	group:effect_regroup_0048
mode:c0d20ea01a42	LEADS_TO	group:effect_regroup_0002
mode:c0d20ea01a42	LEADS_TO	group:effect_regroup_0018
cause:e5d5940e7d8c	BELONGS_TO	group:cause_regroup_0034
effect:dda06c4b088c	BELONGS_TO	group:effect_regroup_0018
mode:6b90406e0967	BELONGS_TO	group:mode_group_0384
effect:80edd2ef2b3f	BELONGS_TO	group:effect_regroup_0048
mode:de21f4e9f0f0	LEADS_TO	effect:34b27263c412
cause:58509335bb69	CAUSES	mode:de21f4e9f0f0
cause:58509335bb69	CAUSES_EFFECT	effect:34b27263c412
mode:4fc670dce1c2	LEADS_TO	effect:3ed547d48ac0
cause:acb250b3d4b6	CAUSES	mode:4fc670dce1c2
cause:acb250b3d4b6	CAUSES_EFFECT	effect:3ed547d48ac0
mode:e9490663b598	LEADS_TO	group:effect_group_0015
cause:4de36a20261b	BELONGS_TO	group:cause_group_0464
effect:1d4a4603da9f	BELONGS_TO	group:effect_group_0015
cause:be68378934bd	BELONGS_TO	group:cause_group_0464
mode:87b6aec1bc31	LEADS_TO	effect:d9e7d95cb3b9
cause:66eb0bfdcd4f	CAUSES	mode:87b6aec1bc31
cause:66eb0bfdcd4f	CAUSES_EFFECT	effect:d9e7d95cb3b9
mode:86967f0ca609	LEADS_TO	effect:3b8abf804357
cause:4c01a179ce8a	CAUSES	mode:86967f0ca609
cause:4c01a179ce8a	CAUSES_EFFECT	effect:3b8abf804357
mode:b9dcd5cd83c1	LEADS_TO	group:effect_group_0032
cause:c4bcb01def2d	CAUSES	mode:b9dcd5cd83c1
cause:c4bcb01def2d	CAUSES_EFFECT	group:effect_group_0032
mode:6cdbcad96103	LEADS_TO	effect:3ea329942f06
cause:e7a84ea27659	BELONGS_TO	group:cause_group_0059
mode:4248a117bf14	BELONGS_TO	group:mode_group_0030
cause:d19e1d4e53b1	CAUSES	group:mode_group_0030
cause:d19e1d4e53b1	CAUSES_EFFECT	effect:0a8113941d35
cause:5bd6eb923858	CAUSES	group:mode_group_0030
cause:5bd6eb923858	CAUSES_EFFECT	effect:0a8113941d35
mode:6452add41fe7	BELONGS_TO	group:mode_regroup_0001
cause:b7894cf6490e	BELONGS_TO	group:cause_group_0294
mode:69ca1a73acb0	BELONGS_TO	group:mode_group_0227
mode:4c957a430b19	LEADS_TO	effect:9e9a81e3a6a7
cause:5d540d9317ad	CAUSES	mode:4c957a430b19
cause:5d540d9317ad	CAUSES_EFFECT	effect:9e9a81e3a6a7
mode:12b41c761b41	LEADS_TO	effect:d263f40159ed
cause:9aca6db296fc	CAUSES	mode:12b41c761b41
cause:9aca6db296fc	CAUSES_EFFECT	effect:d263f40159ed
mode:b8d0fc7326b6	BELONGS_TO	group:mode_regroup_0042
cause:5417845b523d	CAUSES	mode:73307549f18f
cause:5417845b523d	CAUSES	mode:38d23e45ac19
cause:5417845b523d	CAUSES	group:mode_group_0201
cause:5417845b523d	CAUSES	group:mode_regroup_0042
cause:5417845b523d	CAUSES_EFFECT	group:effect_group_0056
cause:5417845b523d	CAUSES_EFFECT	group:effect_regroup_0002
effect:16aa8c5ff754	BELONGS_TO	group:effect_regroup_0002
mode:9756a067c642	BELONGS_TO	group:mode_group_0201
effect:d7c768ddd12a	BELONGS_TO	group:effect_regroup_0002
effect:0b504b592c8a	BELONGS_TO	group:effect_group_0056
mode:be84c1bf48c2	BELONGS_TO	group:mode_regroup_0021
cause:90e3fa048c94	BELONGS_TO	group:cause_group_0472
mode:7b6e0076d76d	BELONGS_TO	group:mode_group_0201
cause:9a9634110154	BELONGS_TO	group:cause_group_0473
mode:457ec3e55b5a	BELONGS_TO	group:mode_regroup_0042
cause:9ce883eeb9da	CAUSES	group:mode_regroup_0042
cause:9ce883eeb9da	CAUSES_EFFECT	group:effect_regroup_0002
mode:38d23e45ac19	LEADS_TO	group:effect_regroup_0002
effect:268cf06d726e	BELONGS_TO	group:effect_regroup_0002
cause:2374b8cc5602	BELONGS_TO	group:cause_group_0473
mode:4ab9eb624392	LEADS_TO	group:effect_group_0172
cause:8333ad654bae	BELONGS_TO	group:cause_group_0472
effect:927b8b396e6f	BELONGS_TO	group:effect_group_0172
cause:410709cba39c	CAUSES	mode:73307549f18f
cause:410709cba39c	CAUSES	group:mode_regroup_0042
cause:410709cba39c	CAUSES_EFFECT	group:effect_group_0056
cause:410709cba39c	CAUSES_EFFECT	group:effect_regroup_0002
effect:2e804b437c46	BELONGS_TO	group:effect_regroup_0015
mode:31e70d337e30	LEADS_TO	group:effect_group_0177
mode:31e70d337e30	LEADS_TO	group:effect_regroup_0015
effect:e3643a1db574	BELONGS_TO	group:effect_group_0177
mode:41b0d7a8cfaa	LEADS_TO	effect:f468d094b189
cause:988cfe70a9a7	CAUSES	mode:41b0d7a8cfaa
cause:988cfe70a9a7	CAUSES_EFFECT	effect:f468d094b189
cause:ed19c2e76ce9	BELONGS_TO	group:cause_group_0437
mode:cf105b469632	LEADS_TO	group:effect_regroup_0015
cause:613833bd73ca	CAUSES	mode:cf105b469632
cause:613833bd73ca	CAUSES_EFFECT	group:effect_regroup_0015
mode:b50b8a44590f	LEADS_TO	group:effect_regroup_0012
cause:14203d5cf8dd	CAUSES	mode:b50b8a44590f
cause:14203d5cf8dd	CAUSES_EFFECT	group:effect_regroup_0012
effect:b6f06d7ef6e1	BELONGS_TO	group:effect_regroup_0012
mode:13a5c2264161	LEADS_TO	effect:dfd0e82b50f6
cause:9d95a4e79df6	CAUSES	mode:13a5c2264161
cause:9d95a4e79df6	CAUSES_EFFECT	effect:dfd0e82b50f6
mode:4a2a85711150	LEADS_TO	group:effect_group_0177
cause:9bc93c71e5c1	CAUSES	mode:4a2a85711150
cause:9bc93c71e5c1	CAUSES	mode:b51d67836ca1
cause:9bc93c71e5c1	CAUSES	mode:bebaf34df42a
cause:9bc93c71e5c1	CAUSES	mode:a9e393bc87b0
cause:9bc93c71e5c1	CAUSES	mode:88ac15c84e14
cause:9bc93c71e5c1	CAUSES	mode:94d2c182dd9b
cause:9bc93c71e5c1	CAUSES	mode:f2d5fe92856f
cause:9bc93c71e5c1	CAUSES	group:mode_group_0017
cause:9bc93c71e5c1	CAUSES	group:mode_group_0381
cause:9bc93c71e5c1	CAUSES	group:mode_group_0403
cause:9bc93c71e5c1	CAUSES_EFFECT	effect:5e022b5a8d4a
cause:9bc93c71e5c1	CAUSES_EFFECT	effect:9aa97b5a5cfa
cause:9bc93c71e5c1	CAUSES_EFFECT	effect:3ca94c964081
cause:9bc93c71e5c1	CAUSES_EFFECT	effect:268798c9667d
cause:9bc93c71e5c1	CAUSES_EFFECT	effect:9e247c2c25af
cause:9bc93c71e5c1	CAUSES_EFFECT	group:effect_group_0177
cause:9bc93c71e5c1	CAUSES_EFFECT	group:effect_regroup_0015
cause:9bc93c71e5c1	CAUSES_EFFECT	group:effect_regroup_0051
effect:6973d718d4d3	BELONGS_TO	group:effect_group_0177
mode:587f6f0715c9	BELONGS_TO	group:mode_group_0017
effect:8e7482ff86cc	BELONGS_TO	group:effect_group_0177
mode:48d72e81a3f3	LEADS_TO	group:effect_group_0177
cause:aa1b61b51eee	CAUSES	mode:48d72e81a3f3
cause:aa1b61b51eee	CAUSES	mode:f0810dcb6899
cause:aa1b61b51eee	CAUSES	mode:ca63d0bd4909
cause:aa1b61b51eee	CAUSES_EFFECT	effect:5e022b5a8d4a
cause:aa1b61b51eee	CAUSES_EFFECT	group:effect_group_0177
cause:aa1b61b51eee	CAUSES_EFFECT	group:effect_regroup_0011
cause:aa1b61b51eee	CAUSES_EFFECT	group:effect_regroup_0015
cause:aa1b61b51eee	CAUSES_EFFECT	group:effect_regroup_0017
mode:6492bb3f9e0f	LEADS_TO	group:effect_group_0177
cause:00f0cb0361d2	BELONGS_TO	group:cause_group_0481
mode:b51d67836ca1	LEADS_TO	effect:5e022b5a8d4a
mode:f0810dcb6899	LEADS_TO	effect:5e022b5a8d4a
mode:c9c191686748	LEADS_TO	effect:5e022b5a8d4a
mode:e14addcaf58e	BELONGS_TO	group:mode_group_0381
mode:c55a22cd9cd9	BELONGS_TO	group:mode_group_0403
cause:b3897ed8ba22	BELONGS_TO	group:cause_group_0472
effect:a4a7439a4b45	BELONGS_TO	group:effect_regroup_0051
cause:f0c4f1f0e208	CAUSES	group:mode_group_0403
cause:f0c4f1f0e208	CAUSES_EFFECT	effect:30be056d2017
mode:ad912839fa3a	BELONGS_TO	group:mode_group_0404
cause:22f8667b212e	CAUSES	group:mode_group_0404
cause:22f8667b212e	CAUSES_EFFECT	effect:9aa97b5a5cfa
cause:22f8667b212e	CAUSES_EFFECT	effect:3ca94c964081
cause:22f8667b212e	CAUSES_EFFECT	group:effect_regroup_0017
mode:8e5951c9fae6	LEADS_TO	effect:ccb10cb31be7
mode:8e5951c9fae6	LEADS_TO	effect:3ca94c964081
mode:8e5951c9fae6	LEADS_TO	effect:268798c9667d
mode:8e5951c9fae6	LEADS_TO	group:effect_regroup_0015
mode:8e5951c9fae6	LEADS_TO	group:effect_regroup_0017
mode:8e5951c9fae6	LEADS_TO	group:effect_regroup_0048
cause:53359d5162b4	CAUSES	mode:8e5951c9fae6
cause:53359d5162b4	CAUSES_EFFECT	effect:ccb10cb31be7
mode:ca6f25e9f1de	BELONGS_TO	group:mode_group_0381
mode:a3f884a79b0b	BELONGS_TO	group:mode_group_0403
effect:6a2ef43d2aa2	BELONGS_TO	group:effect_regroup_0051
effect:8fdb41b85420	BELONGS_TO	group:effect_regroup_0017
mode:5f3b5fd66861	BELONGS_TO	group:mode_group_0404
cause:49d585bbdd55	CAUSES	group:mode_group_0404
cause:49d585bbdd55	CAUSES_EFFECT	effect:3ca94c964081
cause:49d585bbdd55	CAUSES_EFFECT	effect:268798c9667d
cause:49d585bbdd55	CAUSES_EFFECT	group:effect_regroup_0015
cause:49d585bbdd55	CAUSES_EFFECT	group:effect_regroup_0017
cause:49d585bbdd55	CAUSES_EFFECT	group:effect_regroup_0048
mode:bebaf34df42a	LEADS_TO	effect:3ca94c964081
mode:bebaf34df42a	LEADS_TO	effect:268798c9667d
mode:bebaf34df42a	LEADS_TO	group:effect_regroup_0015
cause:753f36f0cb72	BELONGS_TO	group:cause_group_0485
effect:95d686fed479	BELONGS_TO	group:effect_regroup_0015
effect:446e2b402008	BELONGS_TO	group:effect_regroup_0051
cause:d3c223947bf5	BELONGS_TO	group:cause_group_0485
effect:2c319cf58cc3	BELONGS_TO	group:effect_regroup_0015
cause:d4a98cd8c2cb	BELONGS_TO	group:cause_group_0485
effect:be0c3f907170	BELONGS_TO	group:effect_regroup_0048
mode:ea5cb8ff0abf	LEADS_TO	group:effect_regroup_0048
mode:1c5d5841ab2f	LEADS_TO	group:effect_regroup_0011
mode:1c5d5841ab2f	LEADS_TO	group:effect_regroup_0015
mode:1c5d5841ab2f	LEADS_TO	group:effect_regroup_0017
effect:22b0473e3a48	BELONGS_TO	group:effect_regroup_0011
effect:4754a6663a94	BELONGS_TO	group:effect_regroup_0017
effect:a92dc9719374	BELONGS_TO	group:effect_regroup_0015
mode:1050e519f3ac	LEADS_TO	group:effect_regroup_0011
mode:1050e519f3ac	LEADS_TO	group:effect_regroup_0015
mode:1050e519f3ac	LEADS_TO	group:effect_regroup_0017
cause:347892271d8f	BELONGS_TO	group:cause_group_0481
mode:abf041996ae4	LEADS_TO	group:effect_regroup_0003
effect:45dff090f952	BELONGS_TO	group:effect_regroup_0003
mode:ca63d0bd4909	LEADS_TO	group:effect_regroup_0011
mode:ca63d0bd4909	LEADS_TO	group:effect_regroup_0015
mode:ca63d0bd4909	LEADS_TO	group:effect_regroup_0017
mode:528d5606a7c2	LEADS_TO	group:effect_regroup_0015
cause:ce7298427e7e	CAUSES	mode:528d5606a7c2
cause:ce7298427e7e	CAUSES_EFFECT	group:effect_regroup_0015
mode:a93df282913c	BELONGS_TO	group:mode_group_0413
mode:de5c01216149	BELONGS_TO	group:mode_group_0381
mode:bfe2d0dba153	LEADS_TO	group:effect_regroup_0011
mode:bfe2d0dba153	LEADS_TO	group:effect_regroup_0015
mode:bfe2d0dba153	LEADS_TO	group:effect_regroup_0017
cause:1f5d8b2fe521	BELONGS_TO	group:cause_group_0485
effect:8d72acfcb88d	BELONGS_TO	group:effect_regroup_0017
effect:5b9816fe23de	BELONGS_TO	group:effect_regroup_0011
effect:fde7bd223f8b	BELONGS_TO	group:effect_regroup_0015
mode:40a66e9c64f3	BELONGS_TO	group:mode_group_0413
mode:a9e393bc87b0	LEADS_TO	effect:9e247c2c25af
mode:88ac15c84e14	LEADS_TO	effect:9e247c2c25af
mode:2022ff439a12	LEADS_TO	effect:9e247c2c25af
cause:b8d2910f684f	CAUSES	mode:2022ff439a12
cause:b8d2910f684f	CAUSES_EFFECT	effect:9e247c2c25af
mode:94d2c182dd9b	LEADS_TO	effect:9e247c2c25af
mode:f2d5fe92856f	LEADS_TO	effect:9e247c2c25af
effect:a104ef6c34cc	BELONGS_TO	group:effect_group_0058
mode:3982543fe477	LEADS_TO	effect:1d783f1bafd8
cause:081354cde958	BELONGS_TO	group:cause_group_0411
mode:2659dacc67a3	LEADS_TO	effect:eb978cc034ae
cause:ceb5193d249b	CAUSES	mode:2659dacc67a3
cause:ceb5193d249b	CAUSES_EFFECT	effect:eb978cc034ae
mode:96c5c6ce107e	BELONGS_TO	group:mode_group_0017
cause:846cf6596a8a	BELONGS_TO	group:cause_group_0148
mode:20c81c9c1115	BELONGS_TO	group:mode_group_0017
effect:4ccdc15853bf	BELONGS_TO	group:effect_regroup_0041
mode:7e77fc685299	LEADS_TO	group:effect_group_0269
effect:c0930992b174	BELONGS_TO	group:effect_group_0269
mode:9849547fa7eb	LEADS_TO	group:effect_group_0269
effect:2ce46014f477	BELONGS_TO	group:effect_group_0269
mode:88670055aefb	BELONGS_TO	group:mode_group_0308
cause:ed11493fdc99	CAUSES	group:mode_group_0308
cause:ed11493fdc99	CAUSES_EFFECT	effect:76d50838cccb
mode:3e7df38bdca4	LEADS_TO	effect:45f5800dc5dd
mode:3e7df38bdca4	LEADS_TO	effect:e73fc14f340c
cause:a6cd8bdcd480	CAUSES	mode:3e7df38bdca4
cause:a6cd8bdcd480	CAUSES_EFFECT	effect:45f5800dc5dd
cause:837555ab2dc3	CAUSES	mode:3e7df38bdca4
cause:837555ab2dc3	CAUSES_EFFECT	effect:45f5800dc5dd
cause:e37e9a149be7	CAUSES	mode:3e7df38bdca4
cause:e37e9a149be7	CAUSES_EFFECT	effect:45f5800dc5dd
cause:2c034ed168c1	BELONGS_TO	group:cause_group_0493
mode:64a85e1f2f1d	BELONGS_TO	group:mode_group_0217
cause:9d857cfb01e4	BELONGS_TO	group:cause_group_0072
mode:66290c7874e0	BELONGS_TO	group:mode_group_0217
mode:0dc1162b4c8b	BELONGS_TO	group:mode_group_0039
mode:67cd0fb8324e	BELONGS_TO	group:mode_group_0425
mode:02e468ba7a62	BELONGS_TO	group:mode_group_0425
effect:246090d7ba84	BELONGS_TO	group:effect_group_0184
cause:9a12a76e43f8	BELONGS_TO	group:cause_regroup_0034
mode:f7f6f60ddc7b	BELONGS_TO	group:mode_group_0426
mode:c79b2e5472f6	BELONGS_TO	group:mode_group_0426
mode:03d9f2d5bc1f	LEADS_TO	effect:b5c1ced55634
mode:51904818f0dd	BELONGS_TO	group:mode_group_0017
